Transaction ID,Date,Time,Customer ID,Gender,Age,Product Category,Product Name,Quantity,Price per Unit ($),Total Amount ($)
541,2025-11-24,3:31 PM,CUST541,Male,56,Cameras,GoPro Hero 12,1,399,399
542,2025-12-24,1:47 PM,CUST542,Female,20,Smart Home,Arlo Pro 4 Security Camera,1,199,199
543,2025-03-27,9:59 PM,CUST543,Male,49,Audio,Sony WH-1000XM5 Headphones,2,349,698
544,2025-01-30,2:02 PM,CUST544,Female,27,Audio,JBL Charge 5 Speaker,1,149,149
545,2025-06-21,10:36 AM,CUST545,Male,27,Smart Home,Nest Learning Thermostat,2,249,498
546,2025-10-25,5:59 PM,CUST546,Female,36,Smart Home,Amazon Echo Show 10,3,249,747
547,2025-12-22,9:18 PM,CUST547,Male,63,Gaming,Xbox Elite Controller Series 2,4,179,716
548,2025-07-30,4:41 PM,CUST548,Female,51,Audio,Sony WH-1000XM5 Headphones,2,349,698
549,2025-11-05,4:31 PM,CUST549,Female,50,Computers & Accessories,"LG 27"" UltraGear Gaming Monitor",2,399,798
550,2025-03-12,8:08 PM,CUST550,Male,40,Appliances,Dyson V15 Detect Vacuum,2,749,1498
551,2025-10-31,7:29 PM,CUST551,Male,45,Tablets,iPad Air M1,2,749,1498
552,2025-10-10,3:51 PM,CUST552,Female,49,Appliances,Vitamix E310 Blender,3,349,1047
553,2025-03-23,12:10 PM,CUST553,Male,24,Smart Home,Philips Hue Starter Kit,4,199,796
554,2025-11-15,6:41 PM,CUST554,Female,46,Appliances,Instant Pot Duo 7-in-1,3,99,297
555,2025-11-29,3:11 PM,CUST555,Male,25,Audio,Samsung Galaxy Buds2 Pro,1,199,199
556,2025-10-01,10:21 AM,CUST556,Female,18,Appliances,iRobot Roomba j7+,1,599,599
557,2025-04-01,7:36 PM,CUST557,Female,20,Smart Home,Philips Hue Starter Kit,3,199,597
558,2025-12-27,6:12 PM,CUST558,Female,41,Computers & Accessories,Samsung T7 Portable SSD 1TB,1,89,89
559,2025-11-17,12:54 PM,CUST559,Female,40,Tablets,iPad 10th Gen,3,449,1347
560,2025-07-07,5:25 PM,CUST560,Female,25,Smart Home,Ring Video Doorbell Pro 2,1,249,249
561,2025-08-10,7:32 PM,CUST561,Female,64,Smart Home,Google Nest Hub Max,3,229,687
562,2025-07-18,4:25 PM,CUST562,Male,54,Computers & Accessories,Seagate 4TB External HDD,2,99,198
563,2025-09-06,6:11 PM,CUST563,Male,20,Audio,Sony WH-1000XM5 Headphones,2,349,698
564,2025-07-04,9:30 PM,CUST564,Male,50,Computers & Accessories,Anker 65W USB-C Charger,2,45,90
565,2025-11-29,4:15 PM,CUST565,Female,45,Smart Home,Philips Hue Starter Kit,2,199,398
566,2025-11-24,10:24 AM,CUST566,Female,64,Smart Home,Arlo Pro 4 Security Camera,1,199,199
567,2025-03-25,1:48 PM,CUST567,Female,25,Appliances,iRobot Roomba j7+,2,599,1198
568,2025-12-22,1:21 PM,CUST568,Female,51,Cameras,DJI Mini 4 Pro Drone,1,759,759
569,2025-10-11,3:46 PM,CUST569,Male,52,Appliances,Instant Pot Duo 7-in-1,4,99,396
570,2025-11-26,5:16 PM,CUST570,Male,49,Smart Home,Philips Hue Starter Kit,1,199,199
571,2025-11-02,5:44 PM,CUST571,Female,41,Appliances,Keurig K-Elite Coffee Maker,1,149,149
572,2025-08-14,1:42 PM,CUST572,Male,31,Smart Home,Nest Learning Thermostat,3,249,747
573,2025-11-08,12:19 PM,CUST573,Male,49,Appliances,iRobot Roomba j7+,2,599,1198
574,2025-12-24,12:43 PM,CUST574,Female,63,Appliances,iRobot Roomba j7+,2,599,1198
575,2025-06-01,4:57 PM,CUST575,Male,60,Audio,Sony WH-1000XM5 Headphones,2,349,698
576,2025-11-22,7:49 PM,CUST576,Female,33,Smart Home,Arlo Pro 4 Security Camera,3,199,597
577,2025-09-14,2:07 PM,CUST577,Male,21,Audio,JBL Charge 5 Speaker,4,149,596
578,2025-08-31,5:18 PM,CUST578,Female,54,Audio,Samsung Galaxy Buds2 Pro,4,199,796
579,2025-08-14,3:14 PM,CUST579,Female,38,Smart Home,Google Nest Hub Max,1,229,229
580,2025-11-07,2:08 PM,CUST580,Female,31,Gaming,Xbox Series X,3,499,1497
581,2025-05-31,5:29 PM,CUST581,Female,48,Appliances,Ninja Foodi Air Fryer,2,199,398
582,2025-11-30,6:38 PM,CUST582,Male,35,Smart Home,Ring Video Doorbell Pro 2,3,249,747
583,2025-11-27,3:44 PM,CUST583,Female,24,Appliances,Dyson V15 Detect Vacuum,2,749,1498
584,2025-03-16,4:30 PM,CUST584,Female,27,Appliances,Keurig K-Elite Coffee Maker,4,149,596
585,2025-12-06,6:51 PM,CUST585,Female,24,Computers & Accessories,Anker 65W USB-C Charger,1,45,45
586,2025-05-23,6:13 PM,CUST586,Male,50,Smart Home,Google Nest Hub Max,1,229,229
587,2025-08-24,6:43 PM,CUST587,Female,40,Tablets,iPad Air M1,2,749,1498
588,2025-10-04,6:55 PM,CUST588,Male,38,Audio,Samsung Galaxy Buds2 Pro,2,199,398
589,2025-07-21,7:33 PM,CUST589,Female,36,Audio,Bose QuietComfort 45,2,279,558
590,2025-02-01,4:45 PM,CUST590,Male,36,Appliances,Vitamix E310 Blender,3,349,1047
591,2025-11-30,3:58 PM,CUST591,Male,53,Audio,Bose QuietComfort 45,3,279,837
592,2025-04-28,5:03 PM,CUST592,Female,46,Tablets,iPad 10th Gen,3,449,1347
593,2025-05-10,7:57 PM,CUST593,Male,35,Appliances,Instant Pot Duo 7-in-1,2,99,198
594,2025-11-21,5:36 PM,CUST594,Female,19,Tablets,Amazon Fire HD 10,2,149,298
595,2025-07-04,5:10 PM,CUST595,Female,18,Appliances,Ninja Foodi Air Fryer,4,199,796
596,2025-12-06,4:33 PM,CUST596,Female,64,Smartphones,Google Pixel 8,1,699,699
597,2025-11-01,4:43 PM,CUST597,Male,22,Cameras,Canon EOS R50,2,699,1398
598,2025-06-05,1:37 PM,CUST598,Male,37,Appliances,Vitamix E310 Blender,3,349,1047
599,2025-01-11,5:57 PM,CUST599,Female,28,Smart Home,Nest Learning Thermostat,2,249,498
600,2025-12-20,5:51 PM,CUST600,Female,59,Tablets,"iPad Pro 12.9""",2,1099,2198
601,2025-03-15,11:08 AM,CUST601,Male,19,Audio,Sony WH-1000XM5 Headphones,1,349,349
602,2025-11-06,4:29 PM,CUST602,Female,20,Tablets,Amazon Fire HD 10,1,149,149
603,2025-09-02,5:35 PM,CUST603,Female,40,Computers & Accessories,Samsung T7 Portable SSD 1TB,3,89,267
604,2025-11-13,4:51 PM,CUST604,Female,29,Smart Home,Arlo Pro 4 Security Camera,4,199,796
605,2025-10-31,3:01 PM,CUST605,Male,37,TVs,"Samsung 65"" QLED 4K TV",2,1299,2598
606,2025-10-16,3:52 PM,CUST606,Male,22,Audio,Bose QuietComfort 45,1,279,279
607,2025-09-03,10:13 AM,CUST607,Male,54,Computers & Accessories,Apple Magic Keyboard,3,99,297
608,2025-11-20,5:02 PM,CUST608,Female,55,TVs,"Sony 75"" Bravia XR",2,1999,3998
609,2025-03-20,3:44 PM,CUST609,Female,47,Audio,AirPods Pro 2nd Gen,2,249,498
610,2025-05-15,11:03 AM,CUST610,Female,26,Cameras,DJI Mini 4 Pro Drone,2,759,1518
611,2025-10-31,8:04 PM,CUST611,Male,51,Audio,Sonos Era 300,3,449,1347
612,2025-06-19,9:30 PM,CUST612,Female,61,Tablets,iPad Air M1,1,749,749
613,2025-09-26,11:26 AM,CUST613,Female,52,Computers & Accessories,Logitech MX Master 3 Mouse,3,99,297
614,2025-08-29,1:08 PM,CUST614,Female,39,Cameras,DJI Mini 4 Pro Drone,2,759,1518
615,2025-09-13,6:46 PM,CUST615,Female,61,Audio,Sonos Era 300,3,449,1347
616,2025-08-09,6:26 PM,CUST616,Male,41,Smart Home,Nest Learning Thermostat,2,249,498
617,2025-11-10,3:57 PM,CUST617,Male,34,Appliances,Ninja Foodi Air Fryer,1,199,199
618,2025-06-29,3:55 PM,CUST618,Female,27,Computers & Accessories,Logitech MX Master 3 Mouse,1,99,99
619,2025-11-01,8:24 PM,CUST619,Male,47,Appliances,Vitamix E310 Blender,3,349,1047
620,2025-06-02,3:43 PM,CUST620,Male,63,Computers & Accessories,Samsung T7 Portable SSD 1TB,3,89,267
621,2025-05-25,9:55 PM,CUST621,Female,40,Audio,JBL Charge 5 Speaker,2,149,298
622,2025-03-31,4:41 PM,CUST622,Female,49,Computers & Accessories,Samsung T7 Portable SSD 1TB,3,89,267
623,2025-05-03,7:07 PM,CUST623,Male,34,Audio,JBL Charge 5 Speaker,3,149,447
624,2025-03-31,12:34 PM,CUST624,Female,34,Tablets,iPad Air M1,2,749,1498
625,2025-09-14,3:08 PM,CUST625,Male,31,Gaming,Razer BlackShark V2 Headset,1,99,99
626,2025-11-14,6:14 PM,CUST626,Female,26,Smart Home,Philips Hue Starter Kit,4,199,796
627,2025-05-01,7:48 PM,CUST627,Male,57,Audio,JBL Charge 5 Speaker,1,149,149
628,2025-05-12,10:19 AM,CUST628,Female,19,Smart Home,Arlo Pro 4 Security Camera,4,199,796
629,2025-09-01,4:46 PM,CUST629,Male,62,Computers & Accessories,Samsung T7 Portable SSD 1TB,2,89,178
630,2025-11-07,5:34 PM,CUST630,Male,42,Audio,AirPods Pro 2nd Gen,2,249,498
631,2025-12-26,4:14 PM,CUST631,Male,56,Appliances,Keurig K-Elite Coffee Maker,3,149,447
632,2025-09-12,2:22 PM,CUST632,Female,26,Audio,AirPods Pro 2nd Gen,3,249,747
633,2025-06-07,1:12 PM,CUST633,Male,39,Smart Home,Philips Hue Starter Kit,4,199,796
634,2025-03-22,8:46 PM,CUST634,Male,60,TVs,"Hisense 65"" U8K",2,799,1598
635,2025-05-03,6:02 PM,CUST635,Female,63,TVs,"Samsung 85"" Neo QLED",2,2999,5998
636,2025-05-16,7:26 PM,CUST636,Female,21,Audio,Sony WH-1000XM5 Headphones,3,349,1047
637,2025-04-27,5:59 PM,CUST637,Male,43,Appliances,Instant Pot Duo 7-in-1,2,99,198
638,2025-01-17,7:01 PM,CUST638,Male,46,Smartphones,Google Pixel 8,1,699,699
639,2025-09-13,2:04 PM,CUST639,Female,62,Appliances,Vitamix E310 Blender,3,349,1047
640,2025-06-04,12:02 PM,CUST640,Female,51,Audio,Sonos Era 300,3,449,1347
641,2025-12-26,4:43 PM,CUST641,Female,40,Tablets,Microsoft Surface Go 3,1,399,399
642,2025-09-19,6:03 PM,CUST642,Female,54,Audio,AirPods Pro 2nd Gen,3,249,747
643,2025-11-01,2:02 PM,CUST643,Female,28,Computers & Accessories,Logitech MX Master 3 Mouse,3,99,297
644,2025-04-04,4:14 PM,CUST644,Male,23,Appliances,iRobot Roomba j7+,2,599,1198
645,2025-12-04,4:48 PM,CUST645,Female,35,Computers & Accessories,Anker 65W USB-C Charger,4,45,180
646,2025-09-03,7:03 PM,CUST646,Male,38,Smart Home,Arlo Pro 4 Security Camera,3,199,597
647,2025-12-05,1:18 PM,CUST647,Male,59,Tablets,Amazon Fire HD 10,3,149,447
648,2025-09-24,1:58 PM,CUST648,Male,53,Cameras,Nikon Z50,2,859,1718
649,2025-08-27,6:20 PM,CUST649,Female,58,Gaming,Nintendo Switch OLED,2,349,698
650,2025-08-15,5:49 PM,CUST650,Male,55,Appliances,Dyson V15 Detect Vacuum,1,749,749
651,2025-04-30,5:20 PM,CUST651,Male,51,Smart Home,Amazon Echo Show 10,3,249,747
652,2025-02-28,2:56 PM,CUST652,Female,34,Appliances,iRobot Roomba j7+,2,599,1198
653,2025-12-19,1:42 PM,CUST653,Male,54,Computers & Accessories,Apple Magic Keyboard,3,99,297
654,2025-08-30,5:26 PM,CUST654,Male,42,Audio,JBL Charge 5 Speaker,3,149,447
655,2025-11-24,2:03 PM,CUST655,Female,55,Appliances,iRobot Roomba j7+,1,599,599
656,2025-08-01,5:37 PM,CUST656,Male,29,Computers & Accessories,Logitech MX Master 3 Mouse,3,99,297
657,2025-03-10,8:58 PM,CUST657,Male,40,Smart Home,Amazon Echo Show 10,1,249,249
658,2025-10-10,1:43 PM,CUST658,Male,59,Smart Home,Philips Hue Starter Kit,1,199,199
659,2025-03-01,4:31 PM,CUST659,Female,39,Computers & Accessories,Logitech MX Master 3 Mouse,1,99,99
660,2025-04-14,11:22 AM,CUST660,Female,38,Audio,Samsung Galaxy Buds2 Pro,2,199,398
661,2025-09-20,8:42 PM,CUST661,Female,44,Audio,JBL Charge 5 Speaker,4,149,596
662,2025-06-17,3:33 PM,CUST662,Male,48,Audio,Sony WH-1000XM5 Headphones,2,349,698
663,2025-12-29,2:26 PM,CUST663,Male,23,Appliances,Dyson V15 Detect Vacuum,2,749,1498
664,2025-03-30,3:19 PM,CUST664,Female,44,Tablets,iPad Air M1,2,749,1498
665,2025-11-14,4:48 PM,CUST665,Male,57,Smart Home,Arlo Pro 4 Security Camera,1,199,199
666,2025-10-03,5:15 PM,CUST666,Male,51,Appliances,Ninja Foodi Air Fryer,3,199,597
667,2025-11-19,7:19 PM,CUST667,Female,29,TVs,"Samsung 65"" QLED 4K TV",1,1299,1299
668,2025-05-16,7:09 PM,CUST668,Female,62,Appliances,Dyson V15 Detect Vacuum,2,749,1498
669,2025-09-11,7:58 PM,CUST669,Male,24,Audio,Sonos Era 300,3,449,1347
670,2025-08-20,11:26 AM,CUST670,Male,27,Computers & Accessories,Samsung T7 Portable SSD 1TB,1,89,89
671,2025-08-16,9:35 PM,CUST671,Male,62,Computers & Accessories,Anker 65W USB-C Charger,3,45,135
672,2025-12-02,4:24 PM,CUST672,Female,34,Appliances,Vitamix E310 Blender,2,349,698
673,2025-12-29,1:13 PM,CUST673,Female,43,Smart Home,Philips Hue Starter Kit,3,199,597
674,2025-06-18,2:05 PM,CUST674,Female,38,Appliances,Vitamix E310 Blender,1,349,349
675,2025-10-08,8:54 PM,CUST675,Female,45,Audio,Sony WH-1000XM5 Headphones,2,349,698
676,2025-10-04,4:34 PM,CUST676,Male,63,Tablets,iPad Air M1,2,749,1498
677,2025-11-08,6:12 PM,CUST677,Female,19,Audio,Sony WH-1000XM5 Headphones,3,349,1047
678,2025-12-20,11:24 AM,CUST678,Female,60,Gaming,Xbox Elite Controller Series 2,3,179,537
679,2025-05-09,6:38 PM,CUST679,Female,18,Smart Home,Philips Hue Starter Kit,3,199,597
680,2025-05-10,11:04 AM,CUST680,Female,53,Tablets,Amazon Fire HD 10,3,149,447
681,2025-10-20,1:48 PM,CUST681,Female,43,Audio,JBL Charge 5 Speaker,2,149,298
682,2025-04-18,5:42 PM,CUST682,Male,46,Audio,JBL Charge 5 Speaker,4,149,596
683,2025-04-25,5:30 PM,CUST683,Male,38,Audio,JBL Charge 5 Speaker,2,149,298
684,2025-03-11,1:58 PM,CUST684,Female,28,Appliances,Dyson V15 Detect Vacuum,2,749,1498
685,2025-01-03,4:58 PM,CUST685,Male,57,Smart Home,Ring Video Doorbell Pro 2,2,249,498
686,2025-08-20,10:59 AM,CUST686,Female,28,Audio,Bose QuietComfort 45,3,279,837
687,2025-09-28,1:47 PM,CUST687,Female,53,Cameras,Sony Alpha a7 IV,1,2499,2499
688,2025-06-12,12:48 PM,CUST688,Male,56,Computers & Accessories,Logitech MX Master 3 Mouse,4,99,396
689,2025-05-17,5:15 PM,CUST689,Male,57,Smart Home,Google Nest Hub Max,2,229,458
690,2025-11-02,6:45 PM,CUST690,Female,52,Appliances,Instant Pot Duo 7-in-1,3,99,297
691,2025-11-01,2:58 PM,CUST691,Female,51,Smart Home,Arlo Pro 4 Security Camera,3,199,597
692,2025-08-21,1:20 PM,CUST692,Female,64,Smart Home,Philips Hue Starter Kit,2,199,398
693,2025-10-29,6:24 PM,CUST693,Male,41,Audio,Sonos Era 300,3,449,1347
694,2025-12-15,4:41 PM,CUST694,Female,39,Smart Home,Google Nest Hub Max,2,229,458
695,2025-11-18,3:16 PM,CUST695,Female,22,Audio,Samsung Galaxy Buds2 Pro,3,199,597
696,2025-10-09,3:56 PM,CUST696,Female,50,Smart Home,Google Nest Hub Max,3,229,687
697,2025-10-20,4:06 PM,CUST697,Male,53,Smart Home,Ring Video Doorbell Pro 2,1,249,249
698,2025-12-18,7:46 PM,CUST698,Female,64,Tablets,Samsung Galaxy Tab S9,1,799,799
699,2025-08-09,5:53 PM,CUST699,Female,37,Computers & Accessories,Samsung T7 Portable SSD 1TB,4,89,356
700,2025-09-17,2:13 PM,CUST700,Male,36,Cameras,Canon EOS R50,2,699,1398
701,2025-10-17,4:26 PM,CUST701,Female,52,Smart Home,Ring Video Doorbell Pro 2,2,249,498
702,2025-12-12,11:55 AM,CUST702,Female,60,Smart Home,Philips Hue Starter Kit,2,199,398
703,2025-11-26,1:09 PM,CUST703,Male,34,Computers & Accessories,"LG 27"" UltraGear Gaming Monitor",2,399,798
704,2025-03-09,10:35 AM,CUST704,Female,62,Audio,Bose QuietComfort 45,3,279,837
705,2025-04-21,8:37 PM,CUST705,Male,60,Smart Home,Ring Video Doorbell Pro 2,2,249,498
706,2025-06-19,6:18 PM,CUST706,Male,51,Appliances,Dyson V15 Detect Vacuum,2,749,1498
707,2025-11-10,12:21 PM,CUST707,Female,26,Tablets,Amazon Fire HD 10,1,149,149
708,2025-09-22,1:36 PM,CUST708,Female,43,Tablets,iPad 10th Gen,3,449,1347
709,2025-06-10,7:31 PM,CUST709,Female,19,Smartphones,iPhone 15,2,999,1998
710,2025-04-03,4:43 PM,CUST710,Female,26,TVs,"LG 55"" OLED TV",2,1499,2998
711,2025-10-30,2:48 PM,CUST711,Male,26,Laptops,Lenovo ThinkPad X1,2,1599,3198
712,2025-11-01,7:46 PM,CUST712,Female,57,Computers & Accessories,"LG 27"" UltraGear Gaming Monitor",2,399,798
713,2025-12-19,6:31 PM,CUST713,Male,34,Appliances,iRobot Roomba j7+,2,599,1198
714,2025-09-05,4:46 PM,CUST714,Female,18,Tablets,iPad Air M1,1,749,749
715,2025-09-04,7:10 PM,CUST715,Female,42,Smart Home,Nest Learning Thermostat,3,249,747
716,2025-03-14,1:34 PM,CUST716,Female,60,Gaming,Nintendo Switch OLED,3,349,1047
717,2025-02-15,5:58 PM,CUST717,Male,57,Tablets,iPad Air M1,1,749,749
718,2025-08-13,8:41 PM,CUST718,Female,59,Appliances,Instant Pot Duo 7-in-1,3,99,297
719,2025-06-26,9:33 PM,CUST719,Female,42,Computers & Accessories,"LG 27"" UltraGear Gaming Monitor",2,399,798
720,2025-05-25,11:54 AM,CUST720,Female,56,Tablets,"iPad Pro 12.9""",2,1099,2198
721,2025-03-19,11:52 AM,CUST721,Female,52,Tablets,"iPad Pro 12.9""",1,1099,1099
722,2025-12-23,5:48 PM,CUST722,Male,20,Audio,AirPods Pro 2nd Gen,3,249,747
723,2025-11-28,10:08 AM,CUST723,Female,54,Appliances,Instant Pot Duo 7-in-1,4,99,396
724,2025-09-25,7:14 PM,CUST724,Male,61,Computers & Accessories,Logitech MX Master 3 Mouse,3,99,297
725,2025-12-20,12:09 PM,CUST725,Male,61,TVs,"Samsung 65"" QLED 4K TV",1,1299,1299
726,2025-12-31,10:32 AM,CUST726,Male,47,Tablets,Amazon Fire HD 10,4,149,596
727,2025-10-24,4:03 PM,CUST727,Male,55,Audio,Sonos Era 300,3,449,1347
728,2025-06-01,5:42 PM,CUST728,Male,51,Audio,JBL Charge 5 Speaker,3,149,447
729,2025-02-15,8:58 PM,CUST729,Male,29,Gaming,Razer BlackShark V2 Headset,4,99,396
730,2025-11-13,4:31 PM,CUST730,Female,36,Audio,Bose QuietComfort 45,2,279,558
731,2025-08-27,10:34 AM,CUST731,Male,54,Gaming,Razer BlackShark V2 Headset,4,99,396
732,2025-10-17,5:00 PM,CUST732,Male,61,Gaming,Xbox Series X,2,499,998
733,2025-12-13,10:46 AM,CUST733,Male,34,Appliances,Dyson V15 Detect Vacuum,1,749,749
734,2025-04-28,1:18 PM,CUST734,Female,27,Smart Home,Arlo Pro 4 Security Camera,1,199,199
735,2025-09-27,10:52 AM,CUST735,Female,64,Smart Home,Google Nest Hub Max,3,229,687
736,2025-10-11,6:27 PM,CUST736,Male,29,Smart Home,Ring Video Doorbell Pro 2,3,249,747
737,2025-09-03,7:58 PM,CUST737,Female,33,Computers & Accessories,Samsung T7 Portable SSD 1TB,1,89,89
738,2025-03-19,12:58 PM,CUST738,Male,41,Audio,Samsung Galaxy Buds2 Pro,2,199,398
739,2025-07-07,12:09 PM,CUST739,Male,36,Appliances,Dyson V15 Detect Vacuum,1,749,749
740,2025-06-30,1:39 PM,CUST740,Female,25,Smart Home,Arlo Pro 4 Security Camera,4,199,796
741,2025-10-24,5:52 PM,CUST741,Male,48,Appliances,Dyson V15 Detect Vacuum,1,749,749
742,2025-12-01,3:50 PM,CUST742,Female,38,Smartphones,Samsung Galaxy S24,2,899,1798
743,2025-06-28,4:23 PM,CUST743,Female,34,Tablets,iPad Air M1,2,749,1498
744,2025-10-31,8:29 PM,CUST744,Male,40,Audio,AirPods Pro 2nd Gen,1,249,249
745,2025-06-10,5:44 PM,CUST745,Male,54,Smart Home,Philips Hue Starter Kit,2,199,398
746,2025-12-20,2:43 PM,CUST746,Female,33,Smart Home,Philips Hue Starter Kit,3,199,597
747,2025-11-22,7:05 PM,CUST747,Male,23,Appliances,Vitamix E310 Blender,1,349,349
748,2025-09-18,5:54 PM,CUST748,Male,25,Audio,Samsung Galaxy Buds2 Pro,3,199,597
749,2025-08-22,6:02 PM,CUST749,Male,42,Appliances,Ninja Foodi Air Fryer,1,199,199
750,2025-06-21,12:24 PM,CUST750,Female,35,Audio,Samsung Galaxy Buds2 Pro,3,199,597
751,2025-06-27,4:30 PM,CUST751,Female,42,Smart Home,Philips Hue Starter Kit,2,199,398
752,2025-12-25,11:00 AM,CUST752,Male,29,Audio,Sony WH-1000XM5 Headphones,2,349,698
753,2025-08-02,6:05 PM,CUST753,Female,32,Smart Home,Ring Video Doorbell Pro 2,1,249,249
754,2025-09-08,4:27 PM,CUST754,Female,43,Smart Home,Google Nest Hub Max,3,229,687
755,2025-12-28,5:21 PM,CUST755,Female,58,Audio,AirPods Pro 2nd Gen,3,249,747
756,2025-10-19,5:54 PM,CUST756,Female,62,Cameras,GoPro Hero 12,3,399,1197
757,2025-09-15,9:57 PM,CUST757,Female,43,Cameras,Fujifilm X-T5,2,1699,3398
758,2025-08-05,4:02 PM,CUST758,Male,64,Audio,JBL Charge 5 Speaker,4,149,596
759,2025-05-02,2:57 PM,CUST759,Male,49,Audio,Bose QuietComfort 45,2,279,558
760,2025-07-13,7:56 PM,CUST760,Male,27,Audio,Bose QuietComfort 45,1,279,279
761,2025-11-13,5:17 PM,CUST761,Female,33,Smart Home,Amazon Echo Show 10,1,249,249
762,2025-10-09,11:04 AM,CUST762,Female,24,Smart Home,Arlo Pro 4 Security Camera,2,199,398
763,2025-11-13,6:17 PM,CUST763,Male,34,Audio,Sony WH-1000XM5 Headphones,2,349,698
764,2025-05-08,8:36 PM,CUST764,Female,40,Computers & Accessories,"LG 27"" UltraGear Gaming Monitor",1,399,399
765,2025-09-18,5:11 PM,CUST765,Male,43,Computers & Accessories,Samsung T7 Portable SSD 1TB,4,89,356
766,2025-12-16,8:20 PM,CUST766,Male,38,Smartphones,OnePlus 12,2,799,1598
767,2025-08-15,10:13 AM,CUST767,Male,39,Appliances,Instant Pot Duo 7-in-1,3,99,297
768,2025-11-01,5:48 PM,CUST768,Female,24,Computers & Accessories,Seagate 4TB External HDD,3,99,297
769,2025-04-02,7:52 PM,CUST769,Female,31,Audio,Sonos Era 300,3,449,1347
770,2025-12-26,4:04 PM,CUST770,Male,32,Smart Home,Philips Hue Starter Kit,1,199,199
771,2025-10-03,3:36 PM,CUST771,Male,24,Computers & Accessories,Anker 65W USB-C Charger,2,45,90
772,2025-05-21,1:53 PM,CUST772,Male,26,Audio,Samsung Galaxy Buds2 Pro,1,199,199
773,2025-04-18,7:43 PM,CUST773,Male,25,TVs,"Samsung 85"" Neo QLED",2,2999,5998
774,2025-09-19,7:21 PM,CUST774,Female,40,Audio,JBL Charge 5 Speaker,2,149,298
775,2025-09-19,4:47 PM,CUST775,Female,46,Audio,Bose QuietComfort 45,3,279,837
776,2025-03-20,12:44 PM,CUST776,Male,35,Smart Home,Amazon Echo Show 10,3,249,747
777,2025-12-29,6:32 PM,CUST777,Male,48,Computers & Accessories,"LG 27"" UltraGear Gaming Monitor",3,399,1197
778,2025-12-13,6:22 PM,CUST778,Female,47,Appliances,Ninja Foodi Air Fryer,4,199,796
779,2025-08-23,11:27 AM,CUST779,Female,56,Laptops,"MacBook Pro 14""",2,1999,3998
780,2025-03-30,1:04 PM,CUST780,Male,52,Appliances,iRobot Roomba j7+,2,599,1198
781,2025-11-27,2:49 PM,CUST781,Male,35,Cameras,GoPro Hero 12,1,399,399
782,2025-09-05,5:38 PM,CUST782,Male,59,Smart Home,Ring Video Doorbell Pro 2,3,249,747
783,2025-11-05,3:49 PM,CUST783,Female,56,Smart Home,Philips Hue Starter Kit,1,199,199
784,2025-09-07,2:40 PM,CUST784,Female,34,Laptops,HP Spectre x360,1,1499,1499
785,2025-06-04,1:28 PM,CUST785,Female,31,Appliances,Ninja Foodi Air Fryer,4,199,796
786,2025-11-28,5:22 PM,CUST786,Male,48,Smart Home,Arlo Pro 4 Security Camera,4,199,796
787,2025-12-27,5:24 PM,CUST787,Male,41,Audio,Sonos Era 300,1,449,449
788,2025-05-23,4:43 PM,CUST788,Female,52,Tablets,Amazon Fire HD 10,3,149,447
789,2025-09-19,5:24 PM,CUST789,Female,61,Smart Home,Ring Video Doorbell Pro 2,3,249,747
790,2025-07-24,11:39 AM,CUST790,Male,62,Computers & Accessories,Apple Magic Keyboard,1,99,99
791,2025-12-14,2:15 PM,CUST791,Female,51,Appliances,Instant Pot Duo 7-in-1,1,99,99
792,2025-09-07,6:05 PM,CUST792,Female,20,Smart Home,Amazon Echo Show 10,1,249,249
793,2025-12-06,3:24 PM,CUST793,Male,54,Computers & Accessories,Logitech MX Master 3 Mouse,1,99,99
794,2025-12-03,6:40 PM,CUST794,Female,60,Cameras,DJI Mini 4 Pro Drone,1,759,759
795,2025-06-05,12:24 PM,CUST795,Male,57,Tablets,Microsoft Surface Go 3,1,399,399
796,2025-11-19,2:06 PM,CUST796,Male,43,Computers & Accessories,Logitech MX Master 3 Mouse,4,99,396
797,2025-08-06,11:19 AM,CUST797,Male,40,Smart Home,Arlo Pro 4 Security Camera,3,199,597
798,2025-12-18,3:48 PM,CUST798,Male,61,Computers & Accessories,"LG 27"" UltraGear Gaming Monitor",1,399,399
799,2025-09-06,3:08 PM,CUST799,Male,56,Smart Home,Google Nest Hub Max,2,229,458
800,2025-11-24,11:27 AM,CUST800,Male,32,Appliances,Keurig K-Elite Coffee Maker,4,149,596
801,2025-06-07,4:35 PM,CUST801,Male,21,Audio,AirPods Pro 2nd Gen,3,249,747
802,2025-06-14,5:06 PM,CUST802,Female,46,Smart Home,Amazon Echo Show 10,1,249,249
803,2025-09-27,11:22 AM,CUST803,Male,39,Smart Home,Amazon Echo Show 10,3,249,747
804,2025-12-31,5:38 PM,CUST804,Male,42,Audio,Sony WH-1000XM5 Headphones,1,349,349
805,2025-09-03,5:20 PM,CUST805,Female,30,Cameras,Canon EOS R50,2,699,1398
806,2025-04-13,7:00 PM,CUST806,Female,35,Tablets,"iPad Pro 12.9""",2,1099,2198
807,2025-09-14,2:24 PM,CUST807,Female,50,Audio,Bose QuietComfort 45,3,279,837
808,2025-07-05,6:46 PM,CUST808,Male,33,Audio,JBL Charge 5 Speaker,4,149,596
809,2025-09-19,7:57 PM,CUST809,Female,62,Smart Home,Google Nest Hub Max,2,229,458
